Product ID,Product Type,Code,Name,Brand,Description,Cost Price,Retail Price,Sale Price,Calculated Price,Fixed Shipping Price,Free Shipping,Warranty,Weight,Width,Height,Depth,Allow Purchases,Product Visible,Product Availability,Product Inventoried,Stock Level,Low Stock Level,Date Added,Date Modified,Category Details,Images,Page Title,META Keywords,META Description,Product Condition,Product URL,Redirect Old URL?,Product Tax Code,Product Custom Fields
1731,P,DBP-55-5001936,"Liner, Top, 12"" Blast Wheel, Goff Style",Goff,"55-5001936, Liner, Top, 12"" Blast Wheel, Goff Style",0,0,0,0,0,N,Fit & Form,21,15,8,4.5,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Housing, Category Path: Wheel Parts/Housing|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: 5001936_1__83730.jpg, Product Image URL: http://durableblastparts.com/product_images/h/628/5001936_1__83730.jpg","55-5001936, Liner, Top, 12"" Blast Wheel, Goff Style",,"Buy now online, 55-5001936, Liner, Top, 12"" Blast Wheel, Goff Style",New,/liner-top-12-blast-wheel-goff-style/,,,Vendor=accounting@planbtulsa.com
1732,P,DBP-55-5001937,"Liner, End, Short, 12"" Blast Wheel, Goff Style",Goff,"55-5001937, Liner, End, Short, 12"" Blast Wheel, Goff Style",0,0,0,0,0,N,Fit & Form,13,4,8,0.5,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Housing, Category Path: Wheel Parts/Housing|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: 55-5001937__87473.jpg, Product Image URL: http://durableblastparts.com/product_images/k/768/55-5001937__87473.jpg","55-5001937, Liner, End, Short, 12"" Blast Wheel, Goff Style",,"Buy now online,55-5001937, Liner, End, Short, 12"" Blast Wheel, Goff Style",New,/liner-end-short-12-blast-wheel-goff-style/,,,Vendor=accounting@planbtulsa.com
1733,P,DBP-55-5001938,"Liner, Side, Rear, 12"" Blast Wheel, Goff Style",Goff,"55-5001938, Liner, Side, Rear, 12"" Blast Wheel, Goff Style",0,0,0,0,0,N,Fit & Form,25,15,12,1.5,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Housing, Category Path: Wheel Parts/Housing|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: 5001938_1__83835.jpg, Product Image URL: http://durableblastparts.com/product_images/q/783/5001938_1__83835.jpg","55-5001938, Liner, Side, Rear, 12"" Blast Wheel, Goff Style",,"Buy now online,55-5001938, Liner, Side, Rear, 12"" Blast Wheel, Goff Style",New,/liner-side-rear-12-blast-wheel-goff-style/,,,Vendor=accounting@planbtulsa.com
1734,P,DBP-55-5001939,"Liner, Side, Front, 12"" Blast Wheel, Goff Style",Goff,"55-5001939, Liner, Side, Front, 12"" Blast Wheel, Goff Style",0,0,0,0,0,N,Fit & Form,34,15,12,1.5,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Housing, Category Path: Wheel Parts/Housing|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: 5001939__10143.jpg, Product Image URL: http://durableblastparts.com/product_images/r/340/5001939__10143.jpg","55-5001939, Liner, Side, Front, 12"" Blast Wheel, Goff Style",,"Buy now online,55-5001939, Liner, Side, Front, 12"" Blast Wheel, Goff Style",New,/liner-side-front-12-blast-wheel-goff-style/,,,Vendor=accounting@planbtulsa.com
1735,P,DBP-55-5002308,"Liner, End, Long, 12"" Blast Wheel, Goff Style",Goff,"55-5002308, Liner, End, Long, 12"" Blast Wheel, Goff Style",0,0,0,0,0,N,Fit & Form,17,4,12,0.5,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Housing, Category Path: Wheel Parts/Housing|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: 5002308__70283.jpg, Product Image URL: http://durableblastparts.com/product_images/e/044/5002308__70283.jpg","55-5002308, Liner, End, Long, 12"" Blast Wheel, Goff Style",,"Buy now online,55-5002308, Liner, End, Long, 12"" Blast Wheel, Goff Style",New,/liner-end-long-12-blast-wheel-goff-style/,,,Vendor=accounting@planbtulsa.com
1736,P,DBP-55-5100116,"Block, CW, 12"" Blast Wheel, Goff Style, Set of 7",Goff,"55-5100116, Block, CW, 12"" Blast Wheel, Goff Style, Set of 7",0,0,0,0,0,N,Fit & Form,10,6,6,10,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Wheel Internals, Category Path: Wheel Parts/Wheel Internals|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: 55-5100116__36206.jpg, Product Image URL: http://durableblastparts.com/product_images/o/741/55-5100116__36206.jpg","55-5100116, Block, CW, 12"" Blast Wheel, Goff Style, Set of 7",,"Buy now online,55-5100116, Block, CW, 12"" Blast Wheel, Goff Style, Set of 7",New,/block-cw-12-blast-wheel-goff-style-set-of-7/,,,Vendor=accounting@planbtulsa.com
1737,P,DBP-55-5100117,"Block, CCW, 12"" Blast Wheel, Goff Style, Set of 7",Goff,"55-5100117, Block, CCW, 12"" Blast Wheel, Goff Style, Set of 7",0,0,0,0,0,N,Fit & Form,10,6,6,10,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Wheel Internals, Category Path: Wheel Parts/Wheel Internals|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: 5100117_5__05608.jpg, Product Image URL: http://durableblastparts.com/product_images/n/601/5100117_5__05608.jpg","55-5100117, Block, CCW, 12"" Blast Wheel, Goff Style, Set of 7",,"Buy now online,55-5100117, Block, CCW, 12"" Blast Wheel, Goff Style, Set of 7",New,/block-ccw-12-blast-wheel-goff-style-set-of-7/,,,Vendor=accounting@planbtulsa.com
1738,P,DBP-55-5102064,"Blade Set, 12"", Goff Style, Set of 7",Goff,"55-5102064, Blade Set, 12"", Goff Style, Set of 7",0,0,0,0,0,N,Fit & Form,10,4,6,10,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Wheel Internals, Category Path: Wheel Parts/Wheel Internals|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: Goff_12_Blades__53500.jpg, Product Image URL: http://durableblastparts.com/product_images/p/618/Goff_12_Blades__53500.jpg","55-5102064, Blade Set, 12"", Goff Style, Set of 7",,"Buy now online,55-5102064, Blade Set, 12"", Goff Style, Set of 7",New,/blade-set-12-goff-style-set-of-7/,,,Vendor=accounting@planbtulsa.com
1739,P,DBP-55-5102063,"Blade Set, 13.5"", Goff Style, Set of 7",Goff,"55-5102063, Blade Set, 13.5"", Goff Style, Set of 7",0,0,0,0,0,N,Fit & Form,12,4,4,8,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Wheel Internals, Category Path: Wheel Parts/Wheel Internals|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: Goff_13.5_Blades___66695.jpg, Product Image URL: http://durableblastparts.com/product_images/g/647/Goff_13.5_Blades___66695.jpg","55-5102063, Blade Set, 13.5"", Goff Style, Set of 7",,"Buy now online, 55-5102063, Blade Set, 13.5"", Goff Style, Set of 7",New,/blade-set-13-5-goff-style-set-of-7/,,,Vendor=accounting@planbtulsa.com
1740,P,DBP-55-5101366,"Blade Set, 15"", Goff Style, Set of 7",Goff,"55-5101366, Blade Set, 15"", Goff Style, Set of 7",0,0,0,0,0,N,Fit & Form,14,4,6,10,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Wheel Parts, Category Path: Wheel Parts|Category Name: Wheel Internals, Category Path: Wheel Parts/Wheel Internals|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: Goff_15_Blades_2___34622.jpg, Product Image URL: http://durableblastparts.com/product_images/t/550/Goff_15_Blades_2___34622.jpg","55-5101366, Blade Set, 15"", Goff Style, Set of 7",,"Buy now online, 55-5101366, Blade Set, 15"", Goff Style, Set of 7",New,/blade-set-15-goff-style-set-of-7/,,,Vendor=accounting@planbtulsa.com
1741,P,DBP-55-5101542,"Blade Set, 15"", Goff Style, Set of 8",Goff,"55-5101542, Blade Set, 15"", Goff Style, Set of 8",0,0,0,0,0,N,Fit & Form,18,4,6,10,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Wheel Parts, Category Path: Wheel Parts|Category Name: Wheel Internals, Category Path: Wheel Parts/Wheel Internals|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: Goff_15_Blades_2___29994.jpg, Product Image URL: http://durableblastparts.com/product_images/e/731/Goff_15_Blades_2___29994.jpg","55-5101542, Blade Set, 15"", Goff Style, Set of 8",,"Buy now online,55-5101542, Blade Set, 15"", Goff Style, Set of 8",New,/blade-set-15-goff-style-set-of-8/,,,Vendor=accounting@planbtulsa.com
1742,P,DBP-55-5101541,"Blade Set, 13.5"", Goff Style, Set of 8",Goff,"55-5101541, Blade Set, 13.5"", Goff Style, Set of 8",0,0,0,0,0,N,Fit & Form,15,4,6,10,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Wheel Parts, Category Path: Wheel Parts|Category Name: Wheel Internals, Category Path: Wheel Parts/Wheel Internals|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: Goff_13.5_Blades___47151.jpg, Product Image URL: http://durableblastparts.com/product_images/h/680/Goff_13.5_Blades___47151.jpg","55-5101541, Blade Set, 13.5"", Goff Style, Set of 8",,"Buy now online,-55-5101541, Blade Set, 13.5"", Goff Style, Set of 8",New,/blade-set-13-5-goff-style-set-of-8/,,,Vendor=accounting@planbtulsa.com
1743,P,DBP-55-5101540-8,"Blade Set, 12"", Goff Style, Set of 8",Goff,"55-5101540-8, Blade Set, 12"", Goff Style, Set of 8",0,0,0,0,0,N,Fit & Form,11,4,6,10,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Wheel Internals, Category Path: Wheel Parts/Wheel Internals|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: Goff_12_Blades___13223.jpg, Product Image URL: http://durableblastparts.com/product_images/r/215/Goff_12_Blades___13223.jpg","55-5101540-8, Blade Set, 12"", Goff Style, Set of 8",,"Buy now online,55-5101540-8, Blade Set, 12"", Goff Style, Set of 8",New,/blade-set-12-goff-style-set-of-8/,,,Vendor=accounting@planbtulsa.com
1744,P,DBP-55-5100292,"Seal, Hub, Casting, 12"" Blast Wheel, Goff Style",Goff,"55-5100292, Seal, Hub, Casting, 12"" Blast Wheel, Goff Style",0,0,0,0,0,N,Fit & Form,8,8,8,2,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Housing, Category Path: Wheel Parts/Housing|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: 55-5100292__67415.jpg, Product Image URL: http://durableblastparts.com/product_images/s/855/55-5100292__67415.jpg","Seal, Hub, Casting, 12"" Blast Wheel, Goff Style",,"Buy now online, Seal, Hub, Casting, 12"" Blast Wheel, Goff Style",New,/seal-hub-casting-12-blast-wheel-goff-style/,,,Vendor=accounting@planbtulsa.com
1745,P,DBP-55-5100292HT,"Seal, Hub, Casting, Heat Treated, 12"" Blast Wheel, Goff Style",Goff,"55-5100292HT, Seal, Hub, Casting, Heat Treated, 12"" Blast Wheel, Goff Style",0,0,0,0,0,N,Fit & Form,8,8,8,2,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Housing, Category Path: Wheel Parts/Housing|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: 55-5100292__67415.1607461101.1280.1280__26565.jpg, Product Image URL: http://durableblastparts.com/product_images/x/210/55-5100292__67415.1607461101.1280.1280__26565.jpg","Seal, Hub, Casting, Heat Treated, 12"" Blast Wheel, Goff Style",,"Buy now online, Seal, Hub, Heat Treated, Casting, 12"" Blast Wheel, Goff Style",New,/seal-hub-casting-heat-treated-12-blast-wheel-goff-style/,,,Vendor=accounting@planbtulsa.com
1746,P,DBP-55-5004420,"Liner, Segment, Outer 6BB, Goff Style",Goff,"55-5004420, Liner, Segment, Outer 6BB, Goff Style",0,0,0,0,0,N,Fit & Form,8,12,4,0.5,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Tumblast Mill Components, Category Path: Cabinet & Material Handling/Tumblast Mill Components","Product Image File: 55-5004420__34718.jpg, Product Image URL: http://durableblastparts.com/product_images/h/348/55-5004420__34718.jpg","55-5004420, Liner, Segment, Outer 6BB, Goff Style",,"Buy now online,55-5004420, Liner, Segment, Outer 6BB, Goff Style",New,/liner-segment-outer-6bb-goff-style/,,,Vendor=accounting@planbtulsa.com
1747,P,DBP-56-0000293,"Seal, Felt, Hub, 5/8"" x 3/4"" x 72"", 12"" Blast Wheel, Goff Style",Goff,"56-0000293, Seal, Felt, Hub, 5/8"" x 3/4"" x 72"", 12"" Blast Wheel, Goff Style",0,0,0,0,0,N,Fit & Form,0.1,0.62,2,5,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Housing, Category Path: Wheel Parts/Housing|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: 0000293_1__76516.jpg, Product Image URL: http://durableblastparts.com/product_images/h/703/0000293_1__76516.jpg","Seal, Felt, Hub, 5/8"" x 3/4"" x 72"", 12"" Blast Wheel, Goff Style",,"Buy now online, 56-0000293, Seal, Felt, Hub, 5/8"" x 3/4"" x 72"", 12"" Blast Wheel, Goff Style",New,/seal-felt-hub-5-8-x-3-4-x-72-12-blast-wheel-goff-style/,,,Vendor=accounting@planbtulsa.com
1748,P,DBP-55-5004421,"Liner, Barrel Head, Center, Goff Style",Goff,"55-5004421, Liner, Barrel Head, Center, Goff Style",0,0,0,0,0,N,Fit & Form,53,18,18,0.5,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Tumblast Mill Components, Category Path: Cabinet & Material Handling/Tumblast Mill Components","Product Image File: 55-5004421__04768.jpg, Product Image URL: http://durableblastparts.com/product_images/j/917/55-5004421__04768.jpg","55-5004421, Liner, Barrel Head, Center, Goff Style",,"Buy now online,555-5004421, Liner, Barrel Head, Center, Goff Style",New,/liner-barrel-head-center-goff-style/,,,Vendor=accounting@planbtulsa.com
1749,P,DBP-55-5004422,"Liner, Segment, Outer 3BB, Goff Style",Goff,"55-5004422, Liner, Segment, Outer 3BB, Goff Style",0,0,0,0,0,N,Fit & Form,4,8,4,0.5,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Tumblast Mill Components, Category Path: Cabinet & Material Handling/Tumblast Mill Components","Product Image File: 5004422__81136.jpg, Product Image URL: http://durableblastparts.com/product_images/p/445/5004422__81136.jpg","55-5004422, Liner, Segment, Outer 3BB, Goff Style",,"Buy now online,55-5004422, Liner, Segment, Outer 3BB, Goff Style",New,/liner-segment-outer-3bb-goff-style/,,,Vendor=accounting@planbtulsa.com
1750,P,DBP-59-0103091,"Goff, Base Plate 7.5/10 HP",Goff,"59-0103091, Goff Wheel Housing Base Plate 7.5/10 HP Foot Mounted Motors",0,0,0,0,0,N,Fit & Form,69,24.5,0.62,23,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Housing, Category Path: Wheel Parts/Housing|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: Blast-Wheel_Assy__10298.1607442407.1280.1280__26260.jpg, Product Image URL: http://durableblastparts.com/product_images/b/712/Blast-Wheel_Assy__10298.1607442407.1280.1280__26260.jpg","59-0103091, Goff Wheel Housing Base Plate 7.5/10 HP Foot Mounted Motors",,"Buy now online,  59-0103091, Goff Wheel Housing Base Plate 7.5/10 HP Foot Mounted Motors",New,/goff-base-plate-7-5-10-hp/,,,Vendor=accounting@planbtulsa.com
1751,P,DBP-59-0142300,"Goff, Base Plate 15/20 HP",Goff,"59-0142300, Goff Wheel Housing Base Plate 15/20 HP Foot Mounted Motors",0,0,0,0,0,N,Fit & Form,64,22,0.5,23,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Housing, Category Path: Wheel Parts/Housing|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder","Product Image File: Blast-Wheel_Assy__10298.1607442407.1280.1280__26260.1607463955.1280.1280__27025.jpg, Product Image URL: http://durableblastparts.com/product_images/w/071/Blast-Wheel_Assy__10298.1607442407.1280.1280__26260.1607463955.1280.1280__27025.jpg","59-0142300, Goff Wheel Housing Base Plate 15/20 HP Foot Mounted Motorsotors",,"Buy now online,  59-0142300, Goff Wheel Housing Base Plate 15/20 HP Foot Mounted Motors",New,/copy-of-goff-base-plate-15-20-hp/,,,Vendor=accounting@planbtulsa.com
1752,P,DBP-56-0002046,"Liner, Lid, 12"" Blast Wheel, Goff Style",Goff,"56-0002046, Liner, Lid, 12"" Blast Wheel, Goff Style",0,0,0,0,0,N,Fit & Form,3,12,4,0.5,Y,Y,,N,0,0,8/12/2020,2/6/2022,"Category Name: Wheel Parts, Category Path: Wheel Parts|Category Name: Tumblast Mill Components, Category Path: Cabinet & Material Handling/Tumblast Mill Components|Category Name: Housing, Category Path: Wheel Parts/Housing|Category Name: Wheel Parts Fast Finder, Category Path: Wheel Parts/Wheel Parts Fast Finder",,"56-0002046, Liner, Lid, 12"" Blast Wheel, Goff Style",,"Buy now online,56-0002046, Liner, Lid, 12"" Blast Wheel, Goff Style",New,/liner-lid-12-blast-wheel-goff-style/,,,Vendor=accounting@planbtulsa.com
