Product ID,Product Type,Code,Name,Brand,Description,Cost Price,Retail Price,Sale Price,Calculated Price,Fixed Shipping Price,Free Shipping,Warranty,Weight,Width,Height,Depth,Allow Purchases,Product Visible,Product Availability,Product Inventoried,Stock Level,Low Stock Level,Date Added,Date Modified,Category Details,Images,Page Title,META Keywords,META Description,Product Condition,Product URL,Redirect Old URL?,Product Tax Code,Product Custom Fields
227,P,DBP-K2500,DBP-K2500,Goyen  Replacements,"Picture is representative of product.The K2500 repair kit fits the MM Series, F series, T Series, and DD Series Pentair® Goyen® 1"" port size RCA/CA 25 valve and comes with a square diaphragm, nylon center, and stainless steel spring.",0,0,0,0,0,N,,0.5,3,1,3,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-K2500__15811.jpg, Product Image URL: http://durableblastparts.com/product_images/b/133/DBP-K2500__15811.jpg","Goyen  Replacements,DBP-K2500","Goyen  Replacements,DBP-K2500,The K2500 repair kit fits the MM Series, F series, T Series, and DD Series Pentair® Goyen® 1"" port size RCA/CA 25 valve and comes with a square diaphragm, nylon center, and stainless steel spring.","The K2500 repair kit fits the MM Series, F series, T Series, and DD Series Pentair® Goyen® 1"" port size RCA/CA 25 valve and comes with a square diaphragm, nylon center, and stainless steel spring.",New,/dbp-k2500/,,,Vendor=Sales@baghouseamerica.com 
228,P,DBP-K4000,DBP-K4000,Goyen  Replacements,"Picture is representative of product.The Goyen® Replacement K4000 repair kit fits the MM Series, F series, T Series, and DD Series Pentair® Goyen® 1 1/2"" port size RCA/CA 40 valve and comes with a circular diaphragm, nylon seat, small circular diaphragm and (2) stainless steel springs.",0,0,0,0,0,N,,0.5,4,1,4,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-K4000__94734.jpg, Product Image URL: http://durableblastparts.com/product_images/d/182/DBP-K4000__94734.jpg","Goyen  Replacements,DBP-K4000","Goyen  Replacements,DBP-K4000,The Goyen® Replacement K4000 repair kit fits the MM Series, F series, T Series, and DD Series Pentair® Goyen® 1 1/2"" port size RCA/CA 40 valve and comes with a circular diaphragm, nylon seat, small circular diaphragm and (2) stainless steel springs.","The Goyen® Replacement K4000 repair kit fits the MM Series, F series, T Series, and DD Series Pentair® Goyen® 1 1/2"" port size RCA/CA 40 valve and comes with a circular diaphragm, nylon seat, small circular diaphragm and (2) stainless steel springs.",New,/dbp-k4000/,,,Vendor=Sales@baghouseamerica.com 
229,P,DBP-RCA25T000,DBP-RCA25T000,Goyen  Replacements,"Picture is representative of product.Replacement for Pentair® Goyen® RCA25T000 The RCA25T000 replaces the 1"" Pentair® Goyen®  RCA25T000 Dust Collector Diaphragm Pulse Valve, and is for remote solenoid configuration.",0,0,0,0,0,N,,1.23,3,3,2,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-RCA25T000__09941.JPG, Product Image URL: http://durableblastparts.com/product_images/n/358/DBP-RCA25T000__09941.JPG","Goyen  Replacements,DBP-RCA25T000","Goyen  Replacements,DBP-RCA25T000,Replacement for Pentair® Goyen® RCA25T000 The RCA25T000 replaces the 1"" Pentair® Goyen®  RCA25T000 Dust Collector Diaphragm Pulse Valve, and is for remote solenoid configuration.","Replacement for Pentair® Goyen® RCA25T000 The RCA25T000 replaces the 1"" Pentair® Goyen®  RCA25T000 Dust Collector Diaphragm Pulse Valve, and is for remote solenoid configuration.",New,/dbp-rca25t000/,,,Vendor=Sales@baghouseamerica.com 
230,P,DBP-RCA3D0,DBP-RCA3D0,Goyen  Replacements,Picture is representative of product.RCA3D0 - 301 replaces Pentair® Goyen® Pulse Valve AC Solenoid Coil 120/60VAC Connection Type Din43650A Protection Class IP64 100/120V 50/60hz 19.8 VA,0,0,0,0,0,N,,0.38,1.5,3,2.5,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-RCA3D0__43505.JPG, Product Image URL: http://durableblastparts.com/product_images/y/743/DBP-RCA3D0__43505.JPG","Goyen  Replacements,DBP-RCA3D0","Goyen  Replacements,DBE-RCA3D0,RCA3D0 - 301 replaces Pentair® Goyen® Pulse Valve AC Solenoid Coil 120/60VAC Connection Type Din43650A Protection Class IP64 100/120V 50/60hz 19.8 VA",RCA3D0 - 301 replaces Pentair® Goyen® Pulse Valve AC Solenoid Coil 120/60VAC Connection Type Din43650A Protection Class IP64 100/120V 50/60hz 19.8 VA,New,/dbe-rca3d0/,,,Vendor=Sales@baghouseamerica.com 
231,P,DBP-K7600,DBP-K7600,Goyen  Replacements,Picture is representative of product.Replacement for K7600/K7604 Goyen® Repair Kit to replace RCA / CA 76 Series Valves.,0,0,0,0,0,N,,0.5,5,1,5,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-K7600__89012.jpg, Product Image URL: http://durableblastparts.com/product_images/x/238/DBP-K7600__89012.jpg","Goyen  Replacements,DBP-K7600","Goyen  Replacements,DBP-K7600,Replacement for K7600/K7604 Goyen® Repair Kit to replace RCA / CA 76 Series Valves.",Replacement for K7600/K7604 Goyen® Repair Kit to replace RCA / CA 76 Series Valves.,New,/dbp-k7600/,,,Vendor=Sales@baghouseamerica.com 
232,P,DBP-RCA25DD001,DBP-RCA25DD001,Goyen  Replacements,Picture is representative of product.Replacement for the Pentair® Goyen® RCADD001 Valve.,0,0,0,0,0,N,,2,4,6,6,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: RCA-25DD001-4__83253.1571116692.1280.1280__22524.jpg, Product Image URL: http://durableblastparts.com/product_images/d/018/RCA-25DD001-4__83253.1571116692.1280.1280__22524.jpg","Goyen  Replacements,DBP-RCA25DD001","Goyen  Replacements,DBP-RCA25DD001,Replacement for the Pentair® Goyen® RCADD001 Valve.",Replacement for the Pentair® Goyen® RCADD001 Valve.,New,/dbp-rca25dd001/,,,Vendor=Sales@baghouseamerica.com 
233,P,DBP-CA25T001,DBP-CA25T001,Goyen  Replacements,"Picture is representative of product.Replacement for Pentair® Goyen® CA25T001 The CA25T001 replaces the 1"" Pentair® Goyen® CA25T0001 Dust Collector Pulse Jet Valve and has the solenoid located integral to he valve.",0,0,0,0,0,N,,2,1.5,3,2.5,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-CA-25T001__39625.jpg, Product Image URL: http://durableblastparts.com/product_images/l/527/DBP-CA-25T001__39625.jpg","Goyen  Replacements,DBP-CA25T001","Goyen  Replacements,DBP-CA25T001,Replacement for Pentair® Goyen® CA25T001 The CA25T001 replaces the 1"" Pentair® Goyen® CA25T0001 Dust Collector Pulse Jet Valve and has the solenoid located integral to he valve.","Replacement for Pentair® Goyen® CA25T001 The CA25T001 replaces the 1"" Pentair® Goyen® CA25T0001 Dust Collector Pulse Jet Valve and has the solenoid located integral to he valve.",New,/dbp-ca25t001/,,,Vendor=Sales@baghouseamerica.com 
234,P,DBP-K3503,DBP-K3503,Goyen  Replacements,"Picture is representative of product.Replacement for Pentair® Goyen® K3503 K3503 Replacement Valve can be used to replace and repair Pentair® Goyen® Valves CA/RCA 35 model valves. The repair kit comes with a circular rubber diaphragm assembly/seat assembly, and one spring for convenient repair. The diaphragm is made of rubber, thus making it resistant to corrosion.",0,0,0,0,0,N,,0.5,5,1,5,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-K3503__62901.jpg, Product Image URL: http://durableblastparts.com/product_images/b/615/DBP-K3503__62901.jpg","Goyen  Replacements,DBP-K3503","Goyen  Replacements,DBP-K3503,Replacement for Pentair® Goyen® K3503 K3503 Replacement Valve can be used to replace and repair Pentair® Goyen® Valves CA/RCA 35 model valves. The repair kit comes with a circular rubber diaphragm assembly/seat assembly, and one spring for convenient repair. The diaphragm is made of rubber, thus making it resistant to corrosion.","Replacement for Pentair® Goyen® K3503 K3503 Replacement Valve can be used to replace and repair Pentair® Goyen® Valves CA/RCA 35 model valves. The repair kit comes with a circular rubber diaphragm assembly/seat assembly, and one spring for convenient repair. The diaphragm is made of rubber, thus making it resistant to corrosion.",New,/dbp-k3503/,,,Vendor=Sales@baghouseamerica.com 
235,P,DBP-RCA20T001,DBP-RCA20T001,Goyen  Replacements,"Picture is representative of product.Replacement for Goyen® RCA20T001 Valve, 3/4"" NPT Thread, 1/8"" Pilot Diaphragm Valve with diton diaphragm for high temperature applications.",0,0,0,0,0,N,,1,2,2,2,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-RCA20T001__53316.jpg, Product Image URL: http://durableblastparts.com/product_images/q/887/DBP-RCA20T001__53316.jpg","Goyen  Replacements,DBP-RCA20T001","Goyen  Replacements,DBP-RCA20T001,Replacement for Goyen® RCA20T001 Valve, 3/4"" NPT Thread, 1/8"" Pilot Diaphragm Valve with diton diaphragm for high temperature applications.","Replacement for Goyen® RCA20T001 Valve, 3/4"" NPT Thread, 1/8"" Pilot Diaphragm Valve with diton diaphragm for high temperature applications.",New,/dbp-rca20t001/,,,Vendor=Sales@baghouseamerica.com 
236,P,DBP-CA45DD001-331,DBP-CA45DD001-331,Goyen  Replacements,"Picture is representative of product.Replacement for Pentair® Goyen® CA45DD001-331 Dresser Nut Diaphragm Valve for 1 1/2"" Pipe with 120VAC Coil.",0,0,0,0,0,N,,6.8,2,4,3,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-CA45DD001-331__86530.JPG, Product Image URL: http://durableblastparts.com/product_images/j/948/DBP-CA45DD001-331__86530.JPG","Goyen  Replacements,DBP-CA45DD001-331","Goyen  Replacements,DBP-CA45DD001-331,Replacement for Pentair® Goyen® CA45DD001-331 Dresser Nut Diaphragm Valve for 1 1/2"" Pipe with 120VAC Coil.","Replacement for Pentair® Goyen® CA45DD001-331 Dresser Nut Diaphragm Valve for 1 1/2"" Pipe with 120VAC Coil.",New,/dbp-ca45dd001-331/,,,Vendor=Sales@baghouseamerica.com 
237,P,DBP-RCA25DD000,DBP-RCA25DD000,Goyen  Replacements,"Picture is representative of product.Replacement for Pentair® Goyen® RCA25DD000 The RCA25DD000 valve is perfect to repair and replace Pentair® Goyen® GOYEN® RCA25DD000 Valves. The material is made of Buna Diaphragm, thus making it resistant to corrosion.",0,0,0,0,0,N,,2,2,4,3,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-RCA25DD000__85003.jpg, Product Image URL: http://durableblastparts.com/product_images/q/556/DBP-RCA25DD000__85003.jpg","Goyen  Replacements,DBP-RCA25DD000","Goyen  Replacements,DBP-RCA25DD000,Replacement for Pentair® Goyen® RCA25DD000 The RCA25DD000 valve is perfect to repair and replace Pentair® Goyen® GOYEN® RCA25DD000 Valves. The material is made of Buna Diaphragm, thus making it resistant to corrosion.","Replacement for Pentair® Goyen® RCA25DD000 The RCA25DD000 valve is perfect to repair and replace Pentair® Goyen® GOYEN® RCA25DD000 Valves. The material is made of Buna Diaphragm, thus making it resistant to corrosion.",New,/dbp-rca25dd000/,,,Vendor=Sales@baghouseamerica.com 
238,P,DBP-CA45T000-331,DBP-CA45T000-331,Goyen  Replacements,"Picture is representative of product.Replacement for Pentair® Goyen®  CA45T000 The CA45T000 replaces the 1 1/2"" Pentair® Goyen®  CA45T000 Two Way Dust Collector Pulse Valve",0,0,0,0,0,N,,2,2.5,4,3,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-CA45T000-331__41606.JPG, Product Image URL: http://durableblastparts.com/product_images/f/353/DBP-CA45T000-331__41606.JPG","Goyen  Replacements,DBP-CA45T000-331","Goyen  Replacements,DBP-CA45T000-331,Replacement for Pentair® Goyen®  CA45T000 The CA45T000 replaces the 1 1/2"" Pentair® Goyen®  CA45T000 Two Way Dust Collector Pulse Valve","Replacement for Pentair® Goyen®  CA45T000 The CA45T000 replaces the 1 1/2"" Pentair® Goyen®  CA45T000 Two Way Dust Collector Pulse Valve",New,/dbp-ca45t000-331/,,,Vendor=Sales@baghouseamerica.com 
239,P,DBP-RCA45T,DBP-RCA45T,Goyen  Replacements,"Picture is representative of product.Replacement for Pentair® Goyen® RCA45T replaces the 1 1/2"" Pentair® Goyen® RCA45T Dust Collector Pulse Valve, and has the solenoid integral to the valve.",0,0,0,0,0,N,,3,2.5,4,3,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-RCA45T__31483.JPG, Product Image URL: http://durableblastparts.com/product_images/g/266/DBP-RCA45T__31483.JPG","Goyen  Replacements,DBP-RCA45T","Goyen  Replacements,DBP-RCA45T,Replacement for Pentair® Goyen® RCA45T replaces the 1 1/2"" Pentair® Goyen® RCA45T Dust Collector Pulse Valve, and has the solenoid integral to the valve.","Replacement for Pentair® Goyen® RCA45T replaces the 1 1/2"" Pentair® Goyen® RCA45T Dust Collector Pulse Valve, and has the solenoid integral to the valve.",New,/dbp-rca45t/,,,Vendor=Sales@baghouseamerica.com 
240,P,DBP-RCA45T001,DBP-RCA45T001,Goyen  Replacements,"Picture is representative of product.Replacement for Pentair® Goyen® RCA45T0001 replaces the 1 1/2"" Pentair® Goyen® RCA45T000 Dust Collector Pulse Valve, and has the solenoid integral to the valve.",0,0,0,0,0,N,,2,0,0,0,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-RCA45T001__14000.jpg, Product Image URL: http://durableblastparts.com/product_images/t/320/DBP-RCA45T001__14000.jpg","Goyen  Replacements,DBP-RCA45T001","Goyen  Replacements,DBP-RCA45T001,Replacement for Pentair® Goyen® RCA45T0001 replaces the 1 1/2"" Pentair® Goyen® RCA45T000 Dust Collector Pulse Valve, and has the solenoid integral to the valve.","Replacement for Pentair® Goyen® RCA45T0001 replaces the 1 1/2"" Pentair® Goyen® RCA45T000 Dust Collector Pulse Valve, and has the solenoid integral to the valve.",New,/dbp-rca45t001/,,,Vendor=Sales@baghouseamerica.com 
241,P,DBP-RCA45T000,DBP-RCA45T000,Goyen  Replacements,"Picture is representative of product.Replacement for Pentair® Goyen® RCA45T000. The RCA45T replaces the 1 1/2"" Pentair® Goyen® RCA45T000 Dust Collector Pulse Valve, and has the solenoid integral to the valve.",0,0,0,0,0,N,,3,2.5,4,3,Y,Y,,N,0,0,23/06/2020,2/6/2022,"Category Name: Pulse Valves, Category Path: Dust Collector/Pulse Valves","Product Image File: DBP-RCA45T000__44696.JPG, Product Image URL: http://durableblastparts.com/product_images/k/865/DBP-RCA45T000__44696.JPG","Goyen  Replacements,DBP-RCA45T000","Goyen  Replacements,DBP-RCA45T000,Replacement for Pentair® Goyen® RCA45T000. The RCA45T replaces the 1 1/2"" Pentair® Goyen® RCA45T000 Dust Collector Pulse Valve, and has the solenoid integral to the valve.","Replacement for Pentair® Goyen® RCA45T000. The RCA45T replaces the 1 1/2"" Pentair® Goyen® RCA45T000 Dust Collector Pulse Valve, and has the solenoid integral to the valve.",New,/dbp-rca45t000/,,,Vendor=Sales@baghouseamerica.com 
